"","subject_ids","user_name","classification_id","workflow_version","task_index","task","task_label","value","total_submissions","submission_index","choice","how_many","young","behavior_EATING","behavior_INTERACTING","behavior_MOVING","behavior_RESTING","behavior_STANDING","empty"
"672",10460443,"rach37",60551448,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"673",10460568,"rach37",60551461,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"674",10460779,"pixiejenni",60551468,307.77,1,"T3",NA,"list(list(choice = ""LIVESTOCK"", answers = list(HOWMANY = ""1150"", WHATBEHAVIORSDOYOUSEE = list(""MOVING"")), filters = list()))",1,1,"LIVESTOCK","1150",NA,0,0,1,0,0,NA
"675",10462351,"pixiejenni",60551475,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"676",10463474,"pixiejenni",60551480,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""EATING"")), filters = list()))",1,1,"ZEBRA","1",NA,1,0,0,0,0,NA
"677",10432835,"rach37",60551485,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"678",10464455,"pixiejenni",60551492,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""EATING"")), filters = list()))",1,1,"ZEBRA","2",NA,1,0,0,0,0,NA
"679",10465251,"pixiejenni",60551498,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""STANDING"")), filters = list()))",1,1,"ZEBRA","1",NA,0,0,0,0,1,NA
"680",10434293,"rach37",60551503,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"681",10435173,"rach37",60551521,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"682",10432241,"pixiejenni",60551536,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"683",10433968,"pixiejenni",60551539,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"684",10436211,"pixiejenni",60551541,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"685",10436280,"pixiejenni",60551545,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"686",10457054,"pixiejenni",60551554,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING"")), filters = list()))",1,1,"ZEBRA","1",NA,0,0,1,0,0,NA
"687",10457950,"pixiejenni",60551557,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"688",10459102,"pixiejenni",60551560,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"689",10459496,"pixiejenni",60551564,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"690",10460940,"pixiejenni",60551567,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"691",10318617,"pixiejenni",60551593,307.77,1,"T3",NA,"list(list(choice = ""ELEPHANT"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""MOVING"")), filters = list()))",1,1,"ELEPHANT","2",NA,0,0,1,0,0,NA
"692",10433231,"pixiejenni",60551599,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"693",10432571,"pixiejenni",60551616,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"694",10457149,"pixiejenni",60551620,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"695",10436177,"rach37",60551624,307.77,1,"T3",NA,"list(list(choice = ""GROUNDSQUIRREL"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING"")), filters = list()))",1,1,"GROUNDSQUIRREL","1",NA,0,0,1,0,0,NA
"696",10457409,"pixiejenni",60551629,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING"")), filters = list()))",1,1,"ZEBRA","1",NA,0,0,1,0,0,NA
"697",10458117,"pixiejenni",60551632,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"698",10459261,"pixiejenni",60551647,307.77,1,"T3",NA,"list(list(choice = ""WARTHOG"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING"")), filters = list()))",1,1,"WARTHOG","1",NA,0,0,1,0,0,NA
"699",10454566,"rach37",60551648,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"700",10461997,"pixiejenni",60551655,307.77,1,"T3",NA,"list(list(choice = ""ELEPHANT"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""EATING"")), filters = list()))",1,1,"ELEPHANT","1",NA,1,0,0,0,0,NA
"701",10462539,"pixiejenni",60551666,307.77,1,"T3",NA,"list(list(choice = ""DIKDIK"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""EATING"")), filters = list()))",1,1,"DIKDIK","1",NA,1,0,0,0,0,NA
"702",10462983,"pixiejenni",60551686,307.77,1,"T3",NA,"list(list(choice = ""LIVESTOCK"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""STANDING"")), filters = list()))",1,1,"LIVESTOCK","1",NA,0,0,0,0,1,NA
"703",10463398,"pixiejenni",60551692,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""STANDING"")), filters = list()))",1,1,"ZEBRA","1",NA,0,0,0,0,1,NA
"704",10463929,"pixiejenni",60551703,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""3"", WHATBEHAVIORSDOYOUSEE = list(""STANDING"")), filters = list()))",1,1,"ZEBRA","3",NA,0,0,0,0,1,NA
"705",10458083,"rach37",60551704,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""7"", WHATBEHAVIORSDOYOUSEE = list(""STANDING"", ""MOVING"", ""EATING"")), filters = list()))",1,1,"IMPALA","7",NA,1,0,1,0,1,NA
"706",10431509,"pixiejenni",60551715,307.77,1,"T3",NA,"list(list(choice = ""WARTHOG"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""STANDING"", ""MOVING"")), filters = list()))",1,1,"WARTHOG","1",NA,0,0,1,0,1,NA
"707",10458159,"rach37",60551751,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"708",10458408,"rach37",60551766,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"709",10466071,"rach37",60551795,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"710",10477345,"rach37",60551855,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"711",10320250,"rach37",60552287,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""3"", WHATBEHAVIORSDOYOUSEE = list(""STANDING"", ""EATING"")), filters = list()), list(choice = ""IMPALA"", answers = list(HOWMANY = ""3"", WHATBEHAVIORSDOYOUSEE = list(""EATING"", ""MOVING"")), filters = list(HORNS = ""SPIRAL"")))",2,1,"ZEBRA","3",NA,1,0,0,0,1,NA
"712",10320250,"rach37",60552287,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""3"", WHATBEHAVIORSDOYOUSEE = list(""STANDING"", ""EATING"")), filters = list()), list(choice = ""IMPALA"", answers = list(HOWMANY = ""3"", WHATBEHAVIORSDOYOUSEE = list(""EATING"", ""MOVING"")), filters = list(HORNS = ""SPIRAL"")))",2,2,"IMPALA","3",NA,1,0,1,0,0,NA
"713",10432853,"rach37",60552364,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"714",10434091,"pixiejenni",60552382,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"715",10435578,"pixiejenni",60552387,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"716",10433229,"rach37",60552422,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"717",10454498,"pixiejenni",60552435,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""INTERACTING"")), filters = list()))",1,1,"IMPALA","2",NA,0,1,0,0,0,NA
"718",10433909,"rach37",60552449,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"719",10456371,"pixiejenni",60552451,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"720",10318424,"pixiejenni",60552487,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"721",10432797,"pixiejenni",60552494,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"722",10434532,"pixiejenni",60552503,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"723",10455123,"pixiejenni",60552520,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""MOVING"")), filters = list()))",1,1,"IMPALA","2",NA,0,0,1,0,0,NA
"724",10456615,"pixiejenni",60552538,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"725",10455801,"rach37",60552553,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""5"", WHATBEHAVIORSDOYOUSEE = list(""MOVING"", ""STANDING"")), filters = list()))",1,1,"ZEBRA","5",NA,0,0,1,0,1,NA
"726",10456917,"pixiejenni",60552567,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""EATING"")), filters = list()), list(choice = ""IMPALA"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""EATING"")), filters = list()))",2,1,"ZEBRA","1",NA,1,0,0,0,0,NA
"727",10456917,"pixiejenni",60552567,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""EATING"")), filters = list()), list(choice = ""IMPALA"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""EATING"")), filters = list()))",2,2,"IMPALA","2",NA,1,0,0,0,0,NA
"728",10458811,"pixiejenni",60552588,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING"")), filters = list()))",1,1,"IMPALA","1",NA,0,0,1,0,0,NA
"729",10456404,"rach37",60552592,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"730",10460710,"rach37",60552617,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"731",10460568,"pixiejenni",60552668,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"732",10466125,"pixiejenni",60552701,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""STANDING"")), filters = list()))",1,1,"IMPALA","1",NA,0,0,0,0,1,NA
"733",10461508,"rach37",60552702,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""EATING"")), filters = list()))",1,1,"ZEBRA","1",NA,1,0,0,0,0,NA
"734",10476298,"pixiejenni",60552745,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"735",10318381,"pixiejenni",60552755,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"736",10433491,"pixiejenni",60552761,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"737",10434361,"pixiejenni",60552769,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"738",10436282,"pixiejenni",60552775,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"739",10463208,"rach37",60552780,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""3"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ZEBRA","3","NO",0,0,1,0,0,NA
"740",10319877,"pixiejenni",60552811,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"741",10432098,"pixiejenni",60552819,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"742",10478031,"rach37",60552820,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"743",10432480,"pixiejenni",60552826,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"744",10435672,"pixiejenni",60552834,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"745",10456578,"pixiejenni",60552851,307.77,1,"T3",NA,"list(list(choice = ""ELEPHANT"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING"")), filters = list()))",1,1,"ELEPHANT","1",NA,0,0,1,0,0,NA
"746",10320345,"rach37",60552943,307.77,1,"T3",NA,"list(list(choice = ""LIVESTOCK"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""MOVING"")), filters = list()))",1,1,"LIVESTOCK","2",NA,0,0,1,0,0,NA
"747",10432338,"rach37",60552965,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"748",10433570,"rach37",60552975,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"749",10457190,"rach37",60552986,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"750",10457762,"rach37",60553015,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""5"", WHATBEHAVIORSDOYOUSEE = list(""STANDING"", ""MOVING""), ARETHEREANYYOUNGPRESENT = ""YES""), filters = list()))",1,1,"ZEBRA","5","YES",0,0,1,0,1,NA
"751",10460487,"pixiejenni",60553019,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"752",10460873,"pixiejenni",60553024,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"753",10462516,"pixiejenni",60553033,307.77,1,"T3",NA,"list(list(choice = ""ELEPHANT"", answers = list(HOWMANY = ""3"", WHATBEHAVIORSDOYOUSEE = list(""MOVING"")), filters = list()))",1,1,"ELEPHANT","3",NA,0,0,1,0,0,NA
"754",10458848,"rach37",60553036,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"755",10463668,"pixiejenni",60553045,307.77,1,"T3",NA,"list(list(choice = ""WARTHOG"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""STANDING"")), filters = list()))",1,1,"WARTHOG","1",NA,0,0,0,0,1,NA
"756",10476972,"pixiejenni",60553057,307.77,1,"T3",NA,"list(list(choice = ""GIRAFFE"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING"")), filters = list()))",1,1,"GIRAFFE","1",NA,0,0,1,0,0,NA
"757",10454424,"pixiejenni",60553072,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING"")), filters = list()))",1,1,"ZEBRA","1",NA,0,0,1,0,0,NA
"758",10454733,"pixiejenni",60553089,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""EATING"")), filters = list()))",1,1,"ZEBRA","1",NA,1,0,0,0,0,NA
"759",10463130,"rach37",60553100,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""3"", WHATBEHAVIORSDOYOUSEE = list(""EATING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"IMPALA","3","NO",1,0,0,0,0,NA
"760",10457884,"pixiejenni",60553123,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"761",10457970,"pixiejenni",60553143,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""4"", WHATBEHAVIORSDOYOUSEE = list(""EATING""), ARETHEREANYYOUNGPRESENT = ""YES""), filters = list()))",1,1,"ZEBRA","4","YES",1,0,0,0,0,NA
"762",10461188,"pixiejenni",60553166,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"763",10461972,"pixiejenni",60553187,307.77,1,"T3",NA,"list(list(choice = ""ELEPHANT"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""EATING"")), filters = list()))",1,1,"ELEPHANT","1",NA,1,0,0,0,0,NA
"764",10462501,"pixiejenni",60553205,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""STANDING""), ARETHEREANYYOUNGPRESENT = ""YES""), filters = list()))",1,1,"ZEBRA","2","YES",0,0,0,0,1,NA
"765",10463147,"rach37",60553243,307.77,1,"T3",NA,"list(list(choice = ""WARTHOG"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""EATING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"WARTHOG","2","NO",1,0,0,0,0,NA
"766",10463622,"rach37",60553289,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""STANDING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ZEBRA","1","NO",0,0,0,0,1,NA
"767",10478087,"rach37",60553423,307.77,1,"T3",NA,"list(list(choice = ""GERENUK"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""STANDING"")), filters = list()))",1,1,"GERENUK","1",NA,0,0,0,0,1,NA
"768",10431266,"rach37",60553572,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""EATING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()), list(choice = ""ELAND"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""EATING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",2,1,"ZEBRA","2","NO",1,0,0,0,0,NA
"769",10431266,"rach37",60553572,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""EATING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()), list(choice = ""ELAND"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""EATING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",2,2,"ELAND","2","NO",1,0,0,0,0,NA
"770",10435789,"rach37",60553597,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"771",10463197,"pixiejenni",60553639,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""3"", WHATBEHAVIORSDOYOUSEE = list(""STANDING"", ""EATING"")), filters = list()))",1,1,"ZEBRA","3",NA,1,0,0,0,1,NA
"772",10464961,"pixiejenni",60553653,307.77,1,"T3",NA,"list(list(choice = ""DIKDIK"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING"")), filters = list()))",1,1,"DIKDIK","1",NA,0,0,1,0,0,NA
"773",10477629,"pixiejenni",60553664,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"774",10436549,"rach37",60553676,307.77,1,"T3",NA,"list(list(choice = ""GROUNDSQUIRREL"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING"")), filters = list()))",1,1,"GROUNDSQUIRREL","1",NA,0,0,1,0,0,NA
"775",10436658,"rach37",60553704,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"776",10318468,"pixiejenni",60553717,307.77,1,"T3",NA,"list(list(choice = ""GIRAFFE"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING"")), filters = list()))",1,1,"GIRAFFE","1",NA,0,0,1,0,0,NA
"777",10433792,"pixiejenni",60553722,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"778",10434216,"pixiejenni",60553728,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"779",10436901,"rach37",60553729,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"780",10437014,"pixiejenni",60553730,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"781",10454193,"pixiejenni",60553766,307.77,1,"T3",NA,"list(list(choice = ""LIVESTOCK"", answers = list(HOWMANY = ""1150"", WHATBEHAVIORSDOYOUSEE = list(""MOVING"")), filters = list()))",1,1,"LIVESTOCK","1150",NA,0,0,1,0,0,NA
"782",10456314,"rach37",60553771,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""3"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ZEBRA","3","NO",0,0,1,0,0,NA
"783",10454639,"pixiejenni",60553784,307.77,1,"T3",NA,"list(list(choice = ""ELEPHANT"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""STANDING"")), filters = list()))",1,1,"ELEPHANT","1",NA,0,0,0,0,1,NA
"784",10454846,"pixiejenni",60553794,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""MOVING"")), filters = list()))",1,1,"IMPALA","2",NA,0,0,1,0,0,NA
"785",10461386,"pixiejenni",60553807,307.77,1,"T3",NA,"list(list(choice = ""ELEPHANT"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""STANDING"", ""MOVING"")), filters = list()))",1,1,"ELEPHANT","1",NA,0,0,1,0,1,NA
"786",10462750,"pixiejenni",60553822,307.77,1,"T3",NA,"list(list(choice = ""ELEPHANT"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""STANDING"")), filters = list()))",1,1,"ELEPHANT","1",NA,0,0,0,0,1,NA
"787",10456882,"rach37",60553864,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""4"", WHATBEHAVIORSDOYOUSEE = list(""EATING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()), list(choice = ""ZEBRA"", answers = list(HOWMANY = ""3"", WHATBEHAVIORSDOYOUSEE = list(""EATING"")), filters = list()))",2,1,"IMPALA","4","NO",1,0,0,0,0,NA
"788",10456882,"rach37",60553864,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""4"", WHATBEHAVIORSDOYOUSEE = list(""EATING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()), list(choice = ""ZEBRA"", answers = list(HOWMANY = ""3"", WHATBEHAVIORSDOYOUSEE = list(""EATING"")), filters = list()))",2,2,"ZEBRA","3",NA,1,0,0,0,0,NA
"789",10465998,"pixiejenni",60553885,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""3"", WHATBEHAVIORSDOYOUSEE = list(""EATING"", ""STANDING"")), filters = list()))",1,1,"IMPALA","3",NA,1,0,0,0,1,NA
"790",10459439,"rach37",60553889,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"791",10432519,"pixiejenni",60553910,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"792",10433595,"pixiejenni",60553918,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"793",10434343,"pixiejenni",60553921,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"794",10455106,"pixiejenni",60553937,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""4"", WHATBEHAVIORSDOYOUSEE = list(""MOVING"")), filters = list()))",1,1,"IMPALA","4",NA,0,0,1,0,0,NA
"795",10457835,"pixiejenni",60553940,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"796",10458333,"pixiejenni",60553949,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""STANDING"")), filters = list()))",1,1,"ZEBRA","1",NA,0,0,0,0,1,NA
"797",10458972,"pixiejenni",60553956,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""3"", WHATBEHAVIORSDOYOUSEE = list(""STANDING"", ""RESTING"")), filters = list()))",1,1,"IMPALA","3",NA,0,0,0,1,1,NA
